date,gender,nation,jerk,born,bweight,pid,snatch,snatch3,snatch1,snatch2,rank_s,total,rank_cj,name,jerk1,rank,jerk3,jerk2,category,event
05.2009,w,AUS,86,06.08.1989,52.80,0,66,0.0,0.0,0.0,---,152,---,HUGHES Davina Jodie,0.0,1,0.0,0.0,53,OCEANIA & SOUTH PACIFIC JUNIOR CHAMPIONSHIPS AND ARAFURA GAMES
05.2009,w,AUS,70,08.04.1993,51.10,1,52,0.0,0.0,0.0,---,122,---,WU Kirsten,0.0,2,0.0,0.0,53,OCEANIA & SOUTH PACIFIC JUNIOR CHAMPIONSHIPS AND ARAFURA GAMES
05.2009,m,FIJ,126,25.03.1990,55.70,2,93,0.0,0.0,0.0,---,219,---,TULO Manueli,0.0,1,0.0,0.0,56,OCEANIA & SOUTH PACIFIC JUNIOR CHAMPIONSHIPS AND ARAFURA GAMES
05.2009,m,NZL,100,18.03.1990,55.00,3,80,0.0,0.0,0.0,---,180,---,GUINARES Lou,0.0,2,0.0,0.0,56,OCEANIA & SOUTH PACIFIC JUNIOR CHAMPIONSHIPS AND ARAFURA GAMES
05.2009,m,NCL,50,01.01.1999,54.60,4,39,0.0,0.0,0.0,---,89,---,FALEVALU Kevin Valleliano,0.0,3,0.0,0.0,56,OCEANIA & SOUTH PACIFIC JUNIOR CHAMPIONSHIPS AND ARAFURA GAMES
05.2009,w,AUS,78,22.10.1992,57.10,5,64,0.0,0.0,0.0,---,142,---,SHEPPARD Bianca,0.0,1,0.0,0.0,58,OCEANIA & SOUTH PACIFIC JUNIOR CHAMPIONSHIPS AND ARAFURA GAMES
05.2009,w,AUS,61,10.04.1994,53.10,6,43,0.0,0.0,0.0,---,104,---,MULLINS Andrea,0.0,2,0.0,0.0,58,OCEANIA & SOUTH PACIFIC JUNIOR CHAMPIONSHIPS AND ARAFURA GAMES
05.2009,m,NZL,114,16.12.1991,60.70,7,86,0.0,0.0,0.0,---,200,---,MADSEN Mathew,0.0,1,0.0,0.0,62,OCEANIA & SOUTH PACIFIC JUNIOR CHAMPIONSHIPS AND ARAFURA GAMES
05.2009,m,NT,83,01.01.1993,57.50,8,70,0.0,0.0,0.0,---,153,---,JACK Rau,0.0,2,0.0,0.0,62,OCEANIA & SOUTH PACIFIC JUNIOR CHAMPIONSHIPS AND ARAFURA GAMES
05.2009,m,NCL,50,01.01.1998,59.40,9,44,0.0,0.0,0.0,---,94,---,PETELO Matulo,0.0,3,0.0,0.0,62,OCEANIA & SOUTH PACIFIC JUNIOR CHAMPIONSHIPS AND ARAFURA GAMES
